day,id,reason
760,64,war
760,729,war
760,568,war
760,197,war
760,1374,war
760,1491,war
760,1461,war
760,1489,war
760,1445,war
760,1391,war
760,1295,war
760,1284,war
760,1360,war
760,1347,war
760,1395,war
760,1389,war
760,1436,war
761,687,war
761,721,war
761,799,war
761,802,war
761,463,war
761,111,war
761,282,war
761,57,war
761,814,war
761,254,war
761,779,war
761,1450,war
761,1477,war
761,1495,war
761,1294,war
761,1230,war
761,1310,war
761,1232,war
761,1247,war
761,1367,war
761,1396,war
761,1277,war
762,412,war
762,808,war
762,388,war
762,494,war
762,190,war
762,1168,war
762,261,war
762,700,war
762,82,war
762,29,war
762,1282,war
762,1338,war
762,1447,war
762,1227,war
762,1281,war
762,1210,war
762,1350,war
762,1343,war
762,1267,war
762,1427,war
763,594,war
763,2,war
763,636,war
763,34,war
763,693,war
763,748,war
763,1196,war
763,1382,war
763,1366,war
763,1379,war
763,1251,war
763,1250,war
763,1386,war
763,1373,war
763,1239,war
763,1287,war
764,1159,war
764,707,war
764,1164,war
764,775,war
764,1456,war
764,1209,war
764,1269,war
764,1309,war
764,1241,war
764,1324,dehydration
765,548,war
765,525,war
765,281,war
765,8,war
765,1575,war
765,1690,war
765,1573,war
765,1567,war
765,1544,war
766,546,war
766,751,war
766,348,war
766,761,war
766,237,war
766,1498,war
766,471,war
766,1610,war
766,1569,war
766,1623,war
766,1642,war
766,1532,war
766,1685,war
766,1656,war
766,1653,war
766,1608,war
766,1481,war
766,1662,war
766,1522,war
766,1517,war
766,1516,war
766,1393,war
766,1689,war
766,1442,war
766,1470,war
766,1606,war
767,233,war
767,420,war
767,790,war
767,45,war
767,18,war
767,167,war
767,735,war
767,1181,war
767,78,war
767,1830,war
767,1625,war
767,1502,war
767,1371,war
767,1798,war
767,1460,war
767,1635,war
767,1534,war
767,1805,war
767,1568,war
767,1551,war
767,1348,war
767,1810,war
767,1668,war
767,1735,war
767,1895,war
767,1658,war
767,1816,war
767,1722,war
768,1197,war
768,547,war
768,699,war
768,66,war
768,172,war
768,1186,war
768,67,war
768,1135,war
768,1776,war
768,1790,war
768,1554,war
768,1719,war
768,1218,war
768,1536,war
768,1684,war
768,1462,war
768,1836,war
768,1728,war
768,1826,war
768,1800,war
768,1640,war
768,1369,war
768,1752,war
768,1398,war
768,1738,war
768,1745,war
768,1733,war
769,613,war
769,819,war
769,538,war
769,1437,war
769,1654,war
769,1212,war
769,1506,war
769,1807,war
769,1340,war
769,1614,war
769,1683,war
769,1827,war
769,1364,dehydration
769,1530,dehydration
770,1162,war
770,673,war
770,186,war
770,1336,war
770,1844,war
770,1669,war
770,1828,war
770,1717,war
770,1678,war
770,1527,war
770,1500,war
770,1198,war
770,1541,dehydration
771,259,war
771,189,war
771,619,war
771,1812,war
771,1639,war
771,1524,war
771,1261,war
771,1822,war
771,1381,war
771,1560,war
771,1741,war
771,1904,war
771,1547,war
771,1454,war
771,1593,war
771,1739,war
772,483,war
772,418,war
772,512,war
772,1777,war
772,1725,war
772,1255,war
772,1619,war
772,1476,war
772,1742,war
772,1613,war
772,1553,war
772,1744,war
772,1841,war
772,1779,war
772,1561,war
772,1884,war
773,582,war
773,778,war
773,380,war
773,1636,war
773,1737,war
773,1620,war
773,1778,war
773,1579,war
773,1616,war
773,1256,war
773,1751,war
773,1492,war
773,1244,war
773,1501,war
773,1838,war
773,1860,war
773,1545,dehydration
773,1753,dehydration
774,414,war
774,68,war
774,1699,war
774,1706,war
774,1754,war
774,1559,war
774,1365,war
774,1814,war
774,1787,war
774,1864,war
774,1883,war
774,1618,war
774,1809,war
774,1716,war
774,1729,war
774,1785,war
775,663,war
775,1907,war
775,1909,war
775,1840,war
775,1853,war
775,1695,war
775,1583,war
775,1624,war
775,1670,war
775,1887,war
775,1627,war
775,1756,war
775,1564,war
775,1874,war
775,1655,war
775,1808,war
776,9,war
776,1912,war
776,1174,war
776,1908,war
776,1850,war
776,1409,war
776,1357,war
776,1307,war
776,1418,war
776,1511,war
776,1767,war
776,1892,war
776,1520,war
776,1897,war
776,1811,war
776,1537,war
776,1866,war
777,37,war
777,680,war
777,645,war
777,1190,war
777,1862,war
777,1641,war
777,1582,war
777,1900,war
777,1833,war
777,1792,war
777,1652,war
777,1806,war
777,1780,war
777,1581,war
777,1857,war
777,1743,war
777,1799,war
778,130,war
778,86,war
778,169,war
778,1823,war
778,1691,war
778,1675,war
778,1523,war
778,1804,war
778,1577,war
778,1664,war
778,1457,war
778,1861,war
778,1873,war
778,1762,war
778,1550,war
778,1609,war
778,1344,dehydration
778,1831,dehydration
779,597,war
779,1175,war
779,1139,war
779,1843,war
779,1746,war
779,1774,war
779,1621,war
779,1468,war
779,1510,war
779,1572,war
779,1417,war
779,1847,war
779,1597,war
779,1839,war
779,1455,war
779,1819,war
780,1702,war
780,92,war
780,1700,war
780,1497,war
780,1574,war
780,1682,war
780,1543,war
780,1571,war
780,1845,war
780,1674,war
780,1693,war
780,1859,war
780,1721,war
780,1715,war
780,1443,war
780,1598,war
781,1111,war
781,219,war
781,20,war
781,1509,war
781,1645,war
781,1736,war
781,1825,war
781,1622,war
781,1901,war
781,1902,war
781,1813,war
781,1552,war
782,152,war
782,1118,war
782,1705,war
782,1760,war
782,1657,war
782,1660,war
782,1869,war
782,1801,war
782,1865,war
782,1611,war
782,1878,war
782,1793,war
782,1529,war
782,1505,war
782,1570,war
782,1222,war
784,39,war
784,797,war
784,489,war
784,1425,war
784,1542,war
784,1677,war
784,1686,war
784,1712,war
784,1818,war
784,1275,war
784,1566,war
784,1648,war
784,1515,war
784,1876,war
784,1558,war
784,1802,war
784,1411,dehydration
785,127,war
785,192,war
785,803,war
785,1415,war
785,1546,war
785,1759,war
785,1587,war
785,1584,war
785,1643,war
785,1499,war
785,1432,war
785,1279,war
785,1431,war
785,1710,war
785,1888,war
785,1784,war
785,1842,dehydration
786,541,war
786,1178,war
786,297,war
786,1617,war
786,1306,war
786,1879,war
786,1679,war
786,1585,war
786,1252,war
786,1288,war
786,1605,war
786,1328,war
786,1596,war
786,1514,war
786,1740,war
786,1732,war
786,1237,starvation
798,800,war
798,665,war
798,666,war
798,1423,war
798,1503,war
798,1208,war
798,1519,war
798,1591,war
798,1370,war
798,1486,war
798,1603,war
798,1849,war
798,1661,war
798,1854,war
798,1837,war
798,1899,war
799,686,war
799,1914,war
799,1856,war
799,1815,war
799,1628,war
799,1863,war
799,1638,war
799,1518,war
799,1851,war
799,1404,war
799,1687,war
799,1588,war
799,1877,war
799,1538,war
799,1647,war
810,728,war
810,1910,war
810,1835,war
810,1714,war
810,1872,war
810,1528,war
810,1508,war
810,1788,war
810,1881,war
810,1765,war
810,1905,war
810,1580,war
810,1731,war
810,1709,war
810,1749,war
811,1704,war
811,813,war
811,1607,war
811,1875,war
811,1659,war
811,1832,war
811,1747,war
811,1449,war
811,1898,war
811,1870,war
811,1634,war
811,1707,war
811,1680,war
811,1720,war
811,1651,war
812,176,war
812,657,war
812,1665,war
812,1886,war
812,1671,war
812,1773,war
812,1796,war
812,1525,war
812,1761,war
812,1305,war
812,1563,war
812,1871,war
812,1630,war
812,1688,war
812,1233,war
813,199,war
813,1171,war
813,1803,war
813,1768,war
813,1855,war
813,1342,war
813,1207,war
813,1868,war
813,1332,war
813,1726,war
813,1535,war
813,1766,war
813,1711,war
813,1794,war
813,1882,war
814,683,war
814,185,war
814,1539,war
814,1867,war
814,1650,war
814,1666,war
814,1858,war
814,1775,war
814,1893,war
814,1576,war
814,1512,war
815,625,war
815,1127,war
815,1903,war
815,1496,war
815,1824,war
815,1629,war
815,1406,war
816,61,war
816,788,war
816,1894,war
816,1713,war
816,1556,war
816,1631,war
816,1672,war
831,398,war
831,718,war
831,1280,war
831,1466,war
831,1698,war
852,1703,war
852,76,war
852,1848,war
852,1757,war
852,1562,war
872,129,war
872,1913,war
872,1786,war
872,1548,war
872,1880,war
885,36,war
885,1192,war
885,1644,war
885,1723,war
885,1589,war
889,303,war
889,1920,war
889,1531,war
889,1368,war
889,1513,war
890,84,war
890,737,war
890,1526,war
890,1783,war
890,1565,war
892,1595,dehydration
1227,1922,war
1227,1936,war
1227,1921,war
1227,1692,war
1227,1697,war
1227,1852,war
1227,1791,war
1227,1604,war
1227,1479,war
1248,650,war
1248,1941,war
1248,165,war
1248,1763,war
1248,1557,war
1248,1772,war
1248,1781,war
1248,1734,war
1248,1229,war
1249,486,war
1249,193,war
1249,184,war
1249,1764,war
1249,1646,war
1249,1681,war
1249,1612,war
1249,1633,war
1291,1935,war
1291,143,war
1291,1940,war
1291,1748,war
1291,1507,war
1291,1890,war
1291,1889,war
1292,1924,war
1292,246,war
1292,1112,war
1292,1724,war
1292,1730,war
1292,1533,war
1292,1795,war
1476,1916,war
1476,1975,war
1476,1983,war
1476,1954,war
1477,560,war
1477,1938,war
1477,1727,war
1477,1590,war
1485,745,war
1485,1917,war
1485,1285,war
1485,1504,war
1489,1939,war
1489,1701,war
1489,1959,war
1489,1789,war
1501,1933,war
1501,1911,war
1501,1961,war
1501,1320,war
1520,1906,war
1520,323,war
1520,1885,war
1520,1769,war
1524,63,war
1524,1957,war
1524,1782,war
1524,1615,war
1533,1945,war
1533,1942,war
1533,1820,war
1533,1990,war
1541,157,war
1541,1943,war
1541,1600,war
1541,1973,war
1551,1919,war
1551,74,war
1551,1960,war
1551,1997,war
1552,1923,war
1552,1915,war
1552,1602,war
1552,1982,war
1589,1967,dehydration
1631,1918,war
1631,1151,war
1631,1956,war
1631,1965,war
1927,1931,war
1927,1946,war
1927,1755,war
1927,1969,war
1931,1932,war
1931,2011,war
1931,1988,war
1931,1972,war
1932,623,war
1932,2016,war
1932,1962,war
1932,1834,war
1999,1758,dehydration
7559,27,war
7559,5,war
7559,110,war
7559,78,war
7559,92,war
7560,2,war
7560,40,war
7560,145,war
7560,94,war
7560,161,war
7561,11,war
7561,10,war
7561,137,war
7561,154,war
7561,96,war
7562,41,war
7562,3,war
7562,149,war
7562,153,war
7562,129,war
7565,32,war
7565,19,war
7565,136,war
7565,139,war
7565,84,war
7566,8,war
7566,55,war
7566,150,war
7566,90,war
7569,1,war
7569,48,war
7569,70,war
7571,29,war
7571,46,war
7571,91,war
7571,105,war
7637,39,war
7637,31,war
7637,64,war
7637,77,war
7650,14,war
7650,95,war
7650,163,war
7673,85,dehydration
7719,49,dehydration
7774,13,war
7774,128,war
7774,106,war
7774,75,war
7805,28,war
7805,144,war
7805,131,war
7805,140,war
7815,184,war
7815,7,war
7815,237,war
7815,219,war
7815,17,war
7815,243,war
7815,158,war
7815,116,war
7815,160,war
7815,62,war
7815,118,war
7815,82,war
7815,79,war
7816,306,war
7816,44,war
7816,171,war
7816,198,war
7816,196,war
7816,273,war
7816,226,war
7816,174,war
7816,181,war
7816,57,war
7816,170,war
7816,67,war
7816,71,war
7816,108,war
7817,183,war
7817,282,war
7817,186,war
7817,290,war
7817,201,war
7817,260,war
7817,112,war
7817,53,war
7817,176,war
7817,155,war
7817,142,war
7817,173,war
7818,43,war
7818,258,war
7818,42,war
7818,291,war
7818,203,war
7818,30,war
7818,177,war
7818,74,war
7818,103,war
7818,141,war
7818,133,war
7818,102,war
7819,229,war
7819,211,war
7819,286,war
7819,25,war
7819,24,war
7819,218,war
7819,109,war
7819,107,war
7819,83,war
7819,61,war
7819,157,war
7819,80,war
7820,36,war
7820,230,war
7820,34,war
7820,238,war
7820,208,war
7820,187,war
7820,100,war
7820,52,war
7820,66,war
7820,138,war
7820,125,war
7821,216,war
7821,47,war
7821,252,war
7821,289,war
7821,295,war
7821,235,war
7821,56,war
7821,54,war
7821,168,war
7821,124,war
7821,179,war
7822,191,war
7822,301,war
7822,245,war
7822,280,war
7822,234,war
7822,114,war
7822,117,war
7822,126,war
7822,134,war
7823,213,war
7823,215,war
7823,297,war
7823,204,war
7823,15,war
7823,89,war
7823,101,war
7823,175,war
7823,86,war
7824,285,war
7824,193,war
7824,172,war
7824,241,war
7824,162,war
7824,51,war
7824,120,war
7825,232,war
7825,210,war
7825,26,war
7825,287,war
7825,87,war
7825,156,war
7825,122,war
7826,249,war
7826,247,war
7826,190,war
7826,275,war
7826,60,war
7826,93,war
7826,99,war
7827,239,war
7827,250,war
7827,261,war
7827,135,war
7827,164,war
7827,98,war
7873,344,war
7873,371,war
7873,304,war
7873,167,war
7873,251,war
7873,265,war
7873,65,war
7873,58,war
7873,59,war
7874,296,war
7874,353,war
7874,426,war
7874,359,war
